TrainingRowId,SourceProject,SourceRowId,Caller,CallerSignature,Callee,CalleeSignature,Line,MethodName,ManualLabel,AnnotationConfidence,AnnotationRationale
72,JPacman,243,nl.tudelft.jpacman.level.Level#registerPlayer,nl.tudelft.jpacman.level.Level#registerPlayer(nl.tudelft.jpacman.level.Player),java.util.List#size,java.util.List#size(),151,size,Query/Retrieve,High,"Source src/main/java/nl/tudelft/jpacman/level/Level.java:151 shows ""startSquareIndex %= startSquares.size();"". Label: Query/Retrieve. The source call retrieves or exposes information and its result is consumed without direct evidence of state mutation. Selected feature evidence: MethodName=size, NamePattern=other, CalleeNameAction=OTHER, IsVoidCall=false, ReturnType=int, ResultUsageKind=ASSIGNED, MethodLooksAccessor=false, CalleeLooksQueryMethod=true, ReturnsBoolean=false, ReturnsCollection=false, ReturnsOptional=false."
73,Thunderbird,9034,com.fsck.k9.view.RecipientSelectView$RecipientTokenSpan#draw,"com.fsck.k9.view.RecipientSelectView$RecipientTokenSpan#draw(android.graphics.Canvas,java.lang.CharSequence,int,int,float,int,int,int,android.graphics.Paint)",dispatchOnPreDraw,dispatchOnPreDraw(),606,dispatchOnPreDraw,Notify/Publish,High,"Source app/ui/legacy/src/main/java/com/fsck/k9/view/RecipientSelectView.java:606 shows ""view.findViewById(R.id.contact_photo).getViewTreeObserver().dispatchOnPreDraw();"". Label: Notify/Publish. The call-site signals observers, publishes state, or dispatches a message/event to dependent code. Selected feature evidence: MethodName=dispatchOnPreDraw, CalleeNameAction=DISPATCHER, NameStartsWithNotify=false, NameStartsWithPublish=false, NameStartsWithSend=false, ReceiverLooksLikeEventBus=false, ReceiverLooksLikeObserverPublisher=true, ReceiverLooksLikeListenerRegistry=false, AnyArgumentLooksLikeEvent=false, AnyArgumentLooksLikeMessage=false."
74,PetClinic,782,org.springframework.samples.petclinic.system.I18nPropertiesSyncTest#checkNonInternationalizedStrings,org.springframework.samples.petclinic.system.I18nPropertiesSyncTest#checkNonInternationalizedStrings(),java.nio.file.Files#readAllLines,java.nio.file.Files#readAllLines(java.nio.file.Path),54,readAllLines,Compute/Transform,High,"Source src/test/java/org/springframework/samples/petclinic/system/I18nPropertiesSyncTest.java:54 shows ""List<String> lines = Files.readAllLines(file);"". Label: Compute/Transform. The source call derives, parses, formats, converts, streams, or transforms a value rather than primarily retrieving or mutating domain state. Selected feature evidence: MethodName=readAllLines, ComputeTransformNameHint=NONE, CalleeNameAction=ACCESSOR, ResultUsageKind=ASSIGNED, ReturnType=java.util.List, InvocationFeedsAnotherCall=false, HasNestedInvocationArg=false."
75,JPacman,57,nl.tudelft.jpacman.board.SquareTest#testOrder,nl.tudelft.jpacman.board.SquareTest#testOrder(),Mockito#mock,Mockito#mock(java.lang.Class),59,mock,Control/Orchestrate,Medium,"Source src/default-test/java/nl/tudelft/jpacman/board/SquareTest.java:59 shows ""Unit o2 = mock(Unit.class);"". Label: Control/Orchestrate. The source call configures test behavior or request data rather than computing a domain value; its role is to coordinate the test scenario. Selected feature evidence: MethodName=mock, ReceiverCategory=static_type, ResultUsageKind=ASSIGNED, InsideDelegationChain=false, HasChainedOrNestedDelegation=false."
76,PetClinic,1146,org.springframework.samples.petclinic.PostgresIntegrationTests#testOwnerDetails,org.springframework.samples.petclinic.PostgresIntegrationTests#testOwnerDetails(),build,build(),90,build,Compute/Transform,High,"Source src/test/java/org/springframework/samples/petclinic/PostgresIntegrationTests.java:90 shows ""ResponseEntity<String> result = template.exchange(RequestEntity.get(""/owners/1"").build(), String.class);"". Label: Compute/Transform. The source call derives, parses, formats, converts, streams, or transforms a value rather than primarily retrieving or mutating domain state. Selected feature evidence: MethodName=build, ComputeTransformNameHint=BUILD, CalleeNameAction=CREATION, ResultUsageKind=ASSIGNED|PASSED_AS_ARGUMENT|CHAINED, ReturnType=void, InvocationFeedsAnotherCall=true, HasNestedInvocationArg=false."
77,PetClinic,1117,org.springframework.samples.petclinic.PetClinicIntegrationTests#testOwnerDetails,org.springframework.samples.petclinic.PetClinicIntegrationTests#testOwnerDetails(),build,build(),54,build,Compute/Transform,High,"Source src/test/java/org/springframework/samples/petclinic/PetClinicIntegrationTests.java:54 shows ""RestTemplate template = builder.rootUri(""http://localhost:"" + port).build();"". Label: Compute/Transform. The source call derives, parses, formats, converts, streams, or transforms a value rather than primarily retrieving or mutating domain state. Selected feature evidence: MethodName=build, ComputeTransformNameHint=BUILD, CalleeNameAction=CREATION, ResultUsageKind=ASSIGNED|CHAINED, ReturnType=org.springframework.web.client.RestTemplate, InvocationFeedsAnotherCall=false, HasNestedInvocationArg=false."
78,Thunderbird,6077,com.fsck.k9.activity.compose.AttachmentPresenter#performStalledAction,com.fsck.k9.activity.compose.AttachmentPresenter#performStalledAction(),com.fsck.k9.activity.compose.AttachmentPresenter$AttachmentMvpView#dismissWaitingForAttachmentDialog,com.fsck.k9.activity.compose.AttachmentPresenter$AttachmentMvpView#dismissWaitingForAttachmentDialog(),392,dismissWaitingForAttachmentDialog,Command/Mutate,High,"Source app/ui/legacy/src/main/java/com/fsck/k9/activity/compose/AttachmentPresenter.java:392 shows ""attachmentMvpView.dismissWaitingForAttachmentDialog();"". Label: Command/Mutate. The source call changes object, collection, repository, or application state, which matches the command/mutate role. Selected feature evidence: MethodName=dismissWaitingForAttachmentDialog, CalleeNameAction=OTHER, IsVoidCall=true, MethodLooksMutator=false, CalleeLooksCommandMethod=true, CalleeBodySummary=UNRESOLVED, PreviousStatementContainsMutation=false, FollowsStateMutationNearby=false."
79,Thunderbird,7852,com.fsck.k9.ui.compose.QuotedMessagePresenter#processDraftMessage,"com.fsck.k9.ui.compose.QuotedMessagePresenter#processDraftMessage(com.fsck.k9.mailstore.MessageViewInfo,java.util.Map)",java.lang.Integer#parseInt,java.lang.Integer#parseInt(java.lang.String),203,parseInt,Compute/Transform,High,"Source app/ui/legacy/src/main/java/com/fsck/k9/ui/compose/QuotedMessagePresenter.java:203 shows ""cursorPosition = Integer.parseInt(k9identity.get(IdentityField.CURSOR_POSITION));"". Label: Compute/Transform. The source call derives, parses, formats, converts, streams, or transforms a value rather than primarily retrieving or mutating domain state. Selected feature evidence: MethodName=parseInt, ComputeTransformNameHint=PARSE, CalleeNameAction=CONVERSION, ResultUsageKind=ASSIGNED, ReturnType=int, InvocationFeedsAnotherCall=false, HasNestedInvocationArg=true."
80,Thunderbird,5203,com.fsck.k9.preferences.IdentitySettingsDescriptions$OptionalEmailAddressSetting#fromPrettyString,com.fsck.k9.preferences.IdentitySettingsDescriptions$OptionalEmailAddressSetting#fromPrettyString(java.lang.String),com.fsck.k9.preferences.IdentitySettingsDescriptions$OptionalEmailAddressSetting#fromString,com.fsck.k9.preferences.IdentitySettingsDescriptions$OptionalEmailAddressSetting#fromString(java.lang.String),127,fromString,Creational,High,"Source app/core/src/main/java/com/fsck/k9/preferences/IdentitySettingsDescriptions.java:127 shows ""return """".equals(value) ? null : fromString(value);"". Label: Creational. The source call is used to create, build, or obtain a new object/value through factory-like naming or creation features. Selected feature evidence: MethodName=fromString, CalleeNameAction=CREATION, IsFactoryLikeCall=true, ReturnsNewProjectType=false, MethodNameStartsWithCreate=false, MethodNameStartsWithBuild=false, MethodNameStartsWithOf=false, MethodNameStartsWithFrom=true, CalleeBodySummary=RETURNS_VALUE|THROWS_EXCEPTION."
81,PetClinic,553,org.springframework.samples.petclinic.owner.PetControllerTests$ProcessCreationFormHasErrors#testProcessCreationFormWithInvalidBirthDate,org.springframework.samples.petclinic.owner.PetControllerTests$ProcessCreationFormHasErrors#testProcessCreationFormWithInvalidBirthDate(),org.springframework.test.web.servlet.MockMvc#perform,org.springframework.test.web.servlet.MockMvc#perform(),151,perform,Control/Orchestrate,High,"Source src/test/java/org/springframework/samples/petclinic/owner/PetControllerTests.java:151 shows ""mockMvc"". Label: Control/Orchestrate. The call coordinates a framework, MVC, HTTP, or application flow rather than directly computing a local value. Selected feature evidence: MethodName=perform, CallerLayer=other, CalleeLayer=external, LayerRelation=other->external, ReceiverCategory=field, CallerMethodFanOut=16, CallerClassFanOut=3, InsideDelegationChain=false, HasChainedOrNestedDelegation=true."
82,Thunderbird,6447,com.fsck.k9.activity.compose.RecipientLoaderTest#setupQueryCryptoProvider,"com.fsck.k9.activity.compose.RecipientLoaderTest#setupQueryCryptoProvider(java.lang.String,com.fsck.k9.mail.Address[])",ArgumentMatchers#nullable,ArgumentMatchers#nullable(java.lang.Class),169,nullable,Validate/Guard,High,"Source app/ui/legacy/src/test/java/com/fsck/k9/activity/compose/RecipientLoaderTest.java:169 shows ""aryEq(PROJECTION_CRYPTO_ADDRESSES), nullable(String.class),"". Label: Validate/Guard. The source call is part of a test assertion or expectation chain, so the call checks that an observed value or HTTP result satisfies an expected condition. Selected feature evidence: MethodName=nullable, CalleeNameAction=OTHER, ResultUsageKind=PASSED_AS_ARGUMENT, BooleanLikeCall=false, InvocationResultUsedInComparison=false, InvocationResultUsedInNullCheck=false."
83,JPacman,16,nl.tudelft.jpacman.board.BoardFactoryTest#connectedWest,nl.tudelft.jpacman.board.BoardFactoryTest#connectedWest(),isEqualTo,isEqualTo(nl.tudelft.jpacman.board.Square),71,isEqualTo,Validate/Guard,High,"Source src/default-test/java/nl/tudelft/jpacman/board/BoardFactoryTest.java:71 shows ""assertThat(s1.getSquareAt(Direction.WEST)).isEqualTo(s2);"". Label: Validate/Guard. The source call is part of a test assertion or expectation chain, so the call checks that an observed value or HTTP result satisfies an expected condition. Selected feature evidence: MethodName=isEqualTo, CalleeNameAction=EXISTENCE_CHECK, ResultUsageKind=CHAINED, BooleanLikeCall=true, InvocationResultUsedInComparison=false, InvocationResultUsedInNullCheck=false."
84,Thunderbird,5441,com.fsck.k9.provider.AttachmentTempFileProvider#writeUriContentToTempFileIfNotExists,"com.fsck.k9.provider.AttachmentTempFileProvider#writeUriContentToTempFileIfNotExists(android.content.Context,android.net.Uri,java.io.File)",java.io.File#exists,java.io.File#exists(),74,exists,Validate/Guard,High,"Source app/core/src/main/java/com/fsck/k9/provider/AttachmentTempFileProvider.java:74 shows ""if (tempFile.exists()) {"". Label: Validate/Guard. The source uses the call as a predicate or boolean check, so the call-site supplies guard/validation evidence. Selected feature evidence: MethodName=exists, CalleeNameAction=EXISTENCE_CHECK, ResultUsageKind=USED_IN_CONDITION, ReturnsBoolean=true, BooleanLikeCall=true, InIfCondition=true, InvocationResultUsedInComparison=false."
85,JPacman,31,nl.tudelft.jpacman.board.BoardFactoryTest#connectedSouth,nl.tudelft.jpacman.board.BoardFactoryTest#connectedSouth(),assertThat,assertThat(nl.tudelft.jpacman.board.Square),91,assertThat,Validate/Guard,High,"Source src/default-test/java/nl/tudelft/jpacman/board/BoardFactoryTest.java:91 shows ""assertThat(s1.getSquareAt(Direction.SOUTH)).isEqualTo(s2);"". Label: Validate/Guard. The source call is part of a test assertion or expectation chain, so the call checks that an observed value or HTTP result satisfies an expected condition. Selected feature evidence: MethodName=assertThat, CalleeNameAction=VALIDATOR, ResultUsageKind=CHAINED, BooleanLikeCall=false, InvocationResultUsedInComparison=false, InvocationResultUsedInNullCheck=false."
86,JPacman,1,nl.tudelft.jpacman.board.BoardFactoryTest#setUp,nl.tudelft.jpacman.board.BoardFactoryTest#setUp(),Mockito#mock,Mockito#mock(java.lang.Class),39,mock,Control/Orchestrate,Medium,"Source src/default-test/java/nl/tudelft/jpacman/board/BoardFactoryTest.java:39 shows ""PacManSprites sprites = mock(PacManSprites.class);"". Label: Control/Orchestrate. The source call configures test behavior or request data rather than computing a domain value; its role is to coordinate the test scenario. Selected feature evidence: MethodName=mock, ReceiverCategory=static_type, ResultUsageKind=ASSIGNED, InsideDelegationChain=false, HasChainedOrNestedDelegation=false."
87,Thunderbird,7451,com.fsck.k9.activity.MessageCompose$1#onMessageViewInfoLoadFinished,com.fsck.k9.activity.MessageCompose$1#onMessageViewInfoLoadFinished(com.fsck.k9.mailstore.MessageViewInfo),android.os.Handler#sendEmptyMessage,android.os.Handler#sendEmptyMessage(int),1678,sendEmptyMessage,Notify/Publish,High,"Source app/ui/legacy/src/main/java/com/fsck/k9/activity/MessageCompose.java:1678 shows ""internalMessageHandler.sendEmptyMessage(MSG_PROGRESS_OFF);"". Label: Notify/Publish. The call-site signals observers, publishes state, or dispatches a message/event to dependent code. Selected feature evidence: MethodName=sendEmptyMessage, CalleeNameAction=NOTIFICATION, NameStartsWithNotify=false, NameStartsWithPublish=false, NameStartsWithSend=true, ReceiverLooksLikeEventBus=false, ReceiverLooksLikeObserverPublisher=false, ReceiverLooksLikeListenerRegistry=false, AnyArgumentLooksLikeEvent=false, AnyArgumentLooksLikeMessage=true."
88,PetClinic,985,org.springframework.samples.petclinic.service.ClinicServiceTests#shouldUpdateOwner,org.springframework.samples.petclinic.service.ClinicServiceTests#shouldUpdateOwner(),java.util.Optional#get,java.util.Optional#get(),141,get,Query/Retrieve,High,"Source src/test/java/org/springframework/samples/petclinic/service/ClinicServiceTests.java:141 shows ""owner = optionalOwner.get();"". Label: Query/Retrieve. The source call retrieves or exposes information and its result is consumed without direct evidence of state mutation. Selected feature evidence: MethodName=get, NamePattern=query, CalleeNameAction=ACCESSOR, IsVoidCall=false, ReturnType=org.springframework.samples.petclinic.owner.Owner, ResultUsageKind=ASSIGNED, MethodLooksAccessor=true, CalleeLooksQueryMethod=true, ReturnsBoolean=false, ReturnsCollection=false, ReturnsOptional=false."
89,Thunderbird,3984,com.fsck.k9.mailstore.MessageViewInfoExtractorTest#extractMessage_multipartSigned_UnknownProtocol_withExtraAttachments,com.fsck.k9.mailstore.MessageViewInfoExtractorTest#extractMessage_multipartSigned_UnknownProtocol_withExtraAttachments(),junit.framework.Assert#assertSame,"junit.framework.Assert#assertSame(com.fsck.k9.mailstore.AttachmentViewInfo,com.fsck.k9.mailstore.AttachmentViewInfo)",625,assertSame,Validate/Guard,High,"Source app/core/src/test/java/com/fsck/k9/mailstore/MessageViewInfoExtractorTest.java:625 shows ""assertSame(mock, messageViewInfo.attachments.get(0));"". Label: Validate/Guard. The source call is part of a test assertion or expectation chain, so the call checks that an observed value or HTTP result satisfies an expected condition. Selected feature evidence: MethodName=assertSame, CalleeNameAction=VALIDATOR, ResultUsageKind=IGNORED, BooleanLikeCall=false, InvocationResultUsedInComparison=false, InvocationResultUsedInNullCheck=false."
90,PetClinic,874,org.springframework.samples.petclinic.vet.VetControllerTests#helen,org.springframework.samples.petclinic.vet.VetControllerTests#helen(),org.springframework.samples.petclinic.model.Person#setFirstName,org.springframework.samples.petclinic.model.Person#setFirstName(java.lang.String),64,setFirstName,Command/Mutate,High,"Source src/test/java/org/springframework/samples/petclinic/vet/VetControllerTests.java:64 shows ""helen.setFirstName(""Helen"");"". Label: Command/Mutate. The source call changes object, collection, repository, or application state, which matches the command/mutate role. Selected feature evidence: MethodName=setFirstName, CalleeNameAction=MUTATOR, IsVoidCall=true, MethodLooksMutator=true, CalleeLooksCommandMethod=true, CalleeBodySummary=WRITES_FIELD|ASSIGNS_VARIABLE, PreviousStatementContainsMutation=false, FollowsStateMutationNearby=false."
91,PetClinic,162,org.springframework.samples.petclinic.owner.OwnerControllerTests#george,org.springframework.samples.petclinic.owner.OwnerControllerTests#george(),org.springframework.samples.petclinic.model.Person#setFirstName,org.springframework.samples.petclinic.model.Person#setFirstName(java.lang.String),74,setFirstName,Command/Mutate,High,"Source src/test/java/org/springframework/samples/petclinic/owner/OwnerControllerTests.java:74 shows ""george.setFirstName(""George"");"". Label: Command/Mutate. The source call changes object, collection, repository, or application state, which matches the command/mutate role. Selected feature evidence: MethodName=setFirstName, CalleeNameAction=MUTATOR, IsVoidCall=true, MethodLooksMutator=true, CalleeLooksCommandMethod=true, CalleeBodySummary=WRITES_FIELD|ASSIGNS_VARIABLE, PreviousStatementContainsMutation=true, FollowsStateMutationNearby=true."
92,JPacman,657,nl.tudelft.jpacman.points.PointCalculatorLoader#load,nl.tudelft.jpacman.points.PointCalculatorLoader#load(),nl.tudelft.jpacman.points.PointCalculatorLoader#loadClassFromFile,nl.tudelft.jpacman.points.PointCalculatorLoader#loadClassFromFile(),24,loadClassFromFile,Query/Retrieve,High,"Source src/main/java/nl/tudelft/jpacman/points/PointCalculatorLoader.java:24 shows ""clazz = loadClassFromFile();"". Label: Query/Retrieve. The source call retrieves or exposes information and its result is consumed without direct evidence of state mutation. Selected feature evidence: MethodName=loadClassFromFile, NamePattern=query, CalleeNameAction=FINDER, IsVoidCall=false, ReturnType=java.lang.Class, ResultUsageKind=ASSIGNED, MethodLooksAccessor=true, CalleeLooksQueryMethod=true, ReturnsBoolean=false, ReturnsCollection=false, ReturnsOptional=false."
93,Thunderbird,5957,com.fsck.k9.storage.StoreSchemaDefinitionTest#createAccount,com.fsck.k9.storage.StoreSchemaDefinitionTest#createAccount(),thenReturn,thenReturn(java.lang.String),407,thenReturn,Control/Orchestrate,Medium,"Source app/storage/src/test/java/com/fsck/k9/storage/StoreSchemaDefinitionTest.java:407 shows ""when(account.getImportedDraftsFolder()).thenReturn(""Drafts"");"". Label: Control/Orchestrate. The source call configures test behavior or request data rather than computing a domain value; its role is to coordinate the test scenario. Selected feature evidence: MethodName=thenReturn, ReceiverCategory=chained_call, ResultUsageKind=CHAINED, InsideDelegationChain=false, HasChainedOrNestedDelegation=true."
94,Thunderbird,5251,com.fsck.k9.preferences.Settings$SettingsDescription#toString,com.fsck.k9.preferences.Settings$SettingsDescription#toString(java.lang.Object),java.lang.Object#toString,java.lang.Object#toString(),310,toString,Compute/Transform,High,"Source app/core/src/main/java/com/fsck/k9/preferences/Settings.java:310 shows ""return value.toString();"". Label: Compute/Transform. The source call derives, parses, formats, converts, streams, or transforms a value rather than primarily retrieving or mutating domain state. Selected feature evidence: MethodName=toString, ComputeTransformNameHint=NONE, CalleeNameAction=OTHER, ResultUsageKind=RETURNED, ReturnType=java.lang.String, InvocationFeedsAnotherCall=false, HasNestedInvocationArg=false."
95,PetClinic,120,org.springframework.samples.petclinic.owner.PetController#processUpdateForm,"org.springframework.samples.petclinic.owner.PetController#processUpdateForm(org.springframework.samples.petclinic.owner.Owner,org.springframework.samples.petclinic.owner.Pet,org.springframework.validation.BindingResult,org.springframework.web.servlet.mvc.support.RedirectAttributes)",java.time.LocalDate#isAfter,java.time.LocalDate#isAfter(java.time.chrono.ChronoLocalDate),147,isAfter,Validate/Guard,High,"Source src/main/java/org/springframework/samples/petclinic/owner/PetController.java:147 shows ""if (pet.getBirthDate() != null && pet.getBirthDate().isAfter(currentDate)) {"". Label: Validate/Guard. The call-site invokes validation, checking, assertion, or error-registration behavior in the source code. Selected feature evidence: MethodName=isAfter, CalleeNameAction=EXISTENCE_CHECK, NameContainsValidate=false, NameContainsCheck=false, CalleeLooksValidatorMethod=true, ResultUsageKind=USED_IN_CONDITION|CHAINED."
96,JPacman,115,nl.tudelft.jpacman.fuzzer.JPacmanFuzzer#setUpLogging,nl.tudelft.jpacman.fuzzer.JPacmanFuzzer#setUpLogging(),java.io.File#mkdirs,java.io.File#mkdirs(),47,mkdirs,Validate/Guard,High,"Source src/default-test/java/nl/tudelft/jpacman/fuzzer/JPacmanFuzzer.java:47 shows ""if (!logDirectory.exists() && !logDirectory.mkdirs()) {"". Label: Validate/Guard. The source uses the call result as a condition, comparison, null check, or guard, so the call-site is acting as a validity or control guard. Selected feature evidence: MethodName=mkdirs, ResultUsageKind=USED_IN_CONDITION, InIfCondition=true, ReturnsBoolean=true, BooleanLikeCall=true, InvocationResultUsedInComparison=false, InvocationResultUsedInNullCheck=false."
97,PetClinic,153,org.springframework.samples.petclinic.owner.VisitController#loadPetWithVisit,"org.springframework.samples.petclinic.owner.VisitController#loadPetWithVisit(int,int,java.util.Map)",org.springframework.samples.petclinic.owner.Owner#getPet,org.springframework.samples.petclinic.owner.Owner#getPet(java.lang.Integer),69,getPet,Query/Retrieve,High,"Source src/main/java/org/springframework/samples/petclinic/owner/VisitController.java:69 shows ""Pet pet = owner.getPet(petId);"". Label: Query/Retrieve. The source call retrieves or exposes information and its result is consumed without direct evidence of state mutation. Selected feature evidence: MethodName=getPet, NamePattern=query, CalleeNameAction=ACCESSOR, IsVoidCall=false, ReturnType=org.springframework.samples.petclinic.owner.Pet, ResultUsageKind=ASSIGNED, MethodLooksAccessor=true, CalleeLooksQueryMethod=true, ReturnsBoolean=false, ReturnsCollection=false, ReturnsOptional=false."
98,Thunderbird,6359,com.fsck.k9.activity.compose.RecipientLoader#fillCryptoStatusData,com.fsck.k9.activity.compose.RecipientLoader#fillCryptoStatusData(java.util.Map),android.database.Cursor#getInt,android.database.Cursor#getInt(int),521,getInt,Query/Retrieve,High,"Source app/ui/legacy/src/main/java/com/fsck/k9/activity/compose/RecipientLoader.java:521 shows ""int autocryptStatus = cursor.getInt(INDEX_AUTOCRYPT_STATUS);"". Label: Query/Retrieve. The source call retrieves or exposes information and its result is consumed without direct evidence of state mutation. Selected feature evidence: MethodName=getInt, NamePattern=query, CalleeNameAction=ACCESSOR, IsVoidCall=false, ReturnType=int, ResultUsageKind=ASSIGNED, MethodLooksAccessor=true, CalleeLooksQueryMethod=true, ReturnsBoolean=false, ReturnsCollection=false, ReturnsOptional=false."
99,PetClinic,483,org.springframework.samples.petclinic.owner.PetControllerTests$ProcessCreationFormHasErrors#testProcessCreationFormWithBlankName,org.springframework.samples.petclinic.owner.PetControllerTests$ProcessCreationFormHasErrors#testProcessCreationFormWithBlankName(),andExpect,andExpect(),109,andExpect,Validate/Guard,High,"Source src/test/java/org/springframework/samples/petclinic/owner/PetControllerTests.java:109 shows ""mockMvc"". Label: Validate/Guard. The source call is part of a test assertion or expectation chain, so the call checks that an observed value or HTTP result satisfies an expected condition. Selected feature evidence: MethodName=andExpect, CalleeNameAction=OTHER, ResultUsageKind=CHAINED, BooleanLikeCall=false, InvocationResultUsedInComparison=false, InvocationResultUsedInNullCheck=false."
100,PetClinic,1110,org.springframework.samples.petclinic.MySqlIntegrationTests#testOwnerDetails,org.springframework.samples.petclinic.MySqlIntegrationTests#testOwnerDetails(),isEqualTo,isEqualTo(),71,isEqualTo,Validate/Guard,High,"Source src/test/java/org/springframework/samples/petclinic/MySqlIntegrationTests.java:71 shows ""assertThat(result.getStatusCode()).isEqualTo(HttpStatus.OK);"". Label: Validate/Guard. The source call is part of a test assertion or expectation chain, so the call checks that an observed value or HTTP result satisfies an expected condition. Selected feature evidence: MethodName=isEqualTo, CalleeNameAction=EXISTENCE_CHECK, ResultUsageKind=CHAINED, BooleanLikeCall=true, InvocationResultUsedInComparison=false, InvocationResultUsedInNullCheck=false."
101,PetClinic,780,org.springframework.samples.petclinic.system.I18nPropertiesSyncTest#checkNonInternationalizedStrings,org.springframework.samples.petclinic.system.I18nPropertiesSyncTest#checkNonInternationalizedStrings(),java.nio.file.Path#toString,java.nio.file.Path#toString(),47,toString,Compute/Transform,High,"Source src/test/java/org/springframework/samples/petclinic/system/I18nPropertiesSyncTest.java:47 shows "".filter(p -> !p.getFileName().toString().endsWith(""Test.java""))"". Label: Compute/Transform. The source call derives, parses, formats, converts, streams, or transforms a value rather than primarily retrieving or mutating domain state. Selected feature evidence: MethodName=toString, ComputeTransformNameHint=NONE, CalleeNameAction=OTHER, ResultUsageKind=ASSIGNED|CHAINED, ReturnType=java.lang.String, InvocationFeedsAnotherCall=true, HasNestedInvocationArg=false."
102,PetClinic,449,org.springframework.samples.petclinic.owner.PetControllerTests#setup,org.springframework.samples.petclinic.owner.PetControllerTests#setup(),org.springframework.samples.petclinic.model.BaseEntity#setId,org.springframework.samples.petclinic.model.BaseEntity#setId(java.lang.Integer),80,setId,Command/Mutate,High,"Source src/test/java/org/springframework/samples/petclinic/owner/PetControllerTests.java:80 shows ""dog.setId(TEST_PET_ID + 1);"". Label: Command/Mutate. The source call changes object, collection, repository, or application state, which matches the command/mutate role. Selected feature evidence: MethodName=setId, CalleeNameAction=MUTATOR, IsVoidCall=true, MethodLooksMutator=true, CalleeLooksCommandMethod=true, CalleeBodySummary=WRITES_FIELD|ASSIGNS_VARIABLE, PreviousStatementContainsMutation=true, FollowsStateMutationNearby=true."
103,JPacman,512,nl.tudelft.jpacman.npc.ghost.Navigation#findUnit,"nl.tudelft.jpacman.npc.ghost.Navigation#findUnit(java.lang.Class,nl.tudelft.jpacman.board.Square)",nl.tudelft.jpacman.board.Square#getOccupants,nl.tudelft.jpacman.board.Square#getOccupants(),149,getOccupants,Query/Retrieve,High,"Source src/main/java/nl/tudelft/jpacman/npc/ghost/Navigation.java:149 shows ""for (Unit unit : square.getOccupants()) {"". Label: Query/Retrieve. The source call retrieves or exposes information and its result is consumed without direct evidence of state mutation. Selected feature evidence: MethodName=getOccupants, NamePattern=query, CalleeNameAction=ACCESSOR, IsVoidCall=false, ReturnType=java.util.List, ResultUsageKind=OTHER_USED, MethodLooksAccessor=true, CalleeLooksQueryMethod=true, ReturnsBoolean=false, ReturnsCollection=true, ReturnsOptional=false."
104,Thunderbird,6015,com.fsck.k9.activity.compose.AttachmentPresenter#addInlineAttachment,com.fsck.k9.activity.compose.AttachmentPresenter#addInlineAttachment(com.fsck.k9.mailstore.AttachmentViewInfo),com.fsck.k9.activity.misc.Attachment#createAttachment,"com.fsck.k9.activity.misc.Attachment#createAttachment(android.net.Uri,int,java.lang.String,boolean,boolean)",181,createAttachment,Creational,High,"Source app/ui/legacy/src/main/java/com/fsck/k9/activity/compose/AttachmentPresenter.java:181 shows ""Attachment attachment = Attachment.createAttachment("". Label: Creational. The source call is used to create, build, or obtain a new object/value through factory-like naming or creation features. Selected feature evidence: MethodName=createAttachment, CalleeNameAction=CREATION, IsFactoryLikeCall=true, ReturnsNewProjectType=true, MethodNameStartsWithCreate=true, MethodNameStartsWithBuild=false, MethodNameStartsWithOf=false, MethodNameStartsWithFrom=false, CalleeBodySummary=RETURNS_VALUE|RETURNS_NEW_OBJECT."
105,Thunderbird,8302,com.fsck.k9.ui.crypto.MessageCryptoHelperTest#assertPartAnnotationHasState,"com.fsck.k9.ui.crypto.MessageCryptoHelperTest#assertPartAnnotationHasState(com.fsck.k9.mail.Message,com.fsck.k9.ui.crypto.MessageCryptoCallback,com.fsck.k9.mailstore.CryptoResultAnnotation$CryptoError,com.fsck.k9.mail.internet.MimeBodyPart,org.openintents.openpgp.OpenPgpDecryptionResult,org.openintents.openpgp.OpenPgpSignatureResult,android.app.PendingIntent)",org.mockito.ArgumentCaptor#getValue,org.mockito.ArgumentCaptor#getValue(),328,getValue,Query/Retrieve,High,"Source app/ui/legacy/src/test/java/com/fsck/k9/ui/crypto/MessageCryptoHelperTest.java:328 shows ""MessageCryptoAnnotations annotations = captor.getValue();"". Label: Query/Retrieve. The source call retrieves or exposes information and its result is consumed without direct evidence of state mutation. Selected feature evidence: MethodName=getValue, NamePattern=query, CalleeNameAction=ACCESSOR, IsVoidCall=false, ReturnType=com.fsck.k9.mailstore.MessageCryptoAnnotations, ResultUsageKind=ASSIGNED, MethodLooksAccessor=true, CalleeLooksQueryMethod=true, ReturnsBoolean=false, ReturnsCollection=false, ReturnsOptional=false."
