TrainingRowId,SourceProject,SourceRowId,Caller,CallerSignature,Callee,CalleeSignature,Line,MethodName,ManualLabel,AnnotationConfidence,AnnotationRationale
252,Thunderbird,273,com.fsck.k9.controller.MessagingController#isMessageSuppressed,com.fsck.k9.controller.MessagingController#isMessageSuppressed(com.fsck.k9.mailstore.LocalMessage),com.fsck.k9.mailstore.MessageListCache#isMessageHidden,"com.fsck.k9.mailstore.MessageListCache#isMessageHidden(long,long)",333,isMessageHidden,Validate/Guard,High,"Source app/core/src/main/java/com/fsck/k9/controller/MessagingController.java:333 shows ""return cache.isMessageHidden(messageId, folderId);"". Label: Validate/Guard. The call-site invokes validation, checking, assertion, or error-registration behavior in the source code. Selected feature evidence: MethodName=isMessageHidden, CalleeNameAction=EXISTENCE_CHECK, NameContainsValidate=false, NameContainsCheck=false, CalleeLooksValidatorMethod=true, ResultUsageKind=RETURNED."
253,JPacman,201,nl.tudelft.jpacman.level.CollisionInteractionMap#onCollision,"nl.tudelft.jpacman.level.CollisionInteractionMap#onCollision(java.lang.Class,java.lang.Class,boolean,nl.tudelft.jpacman.level.CollisionInteractionMap$CollisionHandler)",nl.tudelft.jpacman.level.CollisionInteractionMap#addHandler,"nl.tudelft.jpacman.level.CollisionInteractionMap#addHandler(java.lang.Class,java.lang.Class,nl.tudelft.jpacman.level.CollisionInteractionMap$CollisionHandler)",76,addHandler,Command/Mutate,High,"Source src/main/java/nl/tudelft/jpacman/level/CollisionInteractionMap.java:76 shows ""addHandler(collidee, collider, new InverseCollisionHandler<>(handler));"". Label: Command/Mutate. The source call changes object, collection, repository, or application state, which matches the command/mutate role. Selected feature evidence: MethodName=addHandler, CalleeNameAction=MUTATOR, IsVoidCall=true, MethodLooksMutator=true, CalleeLooksCommandMethod=true, CalleeBodySummary=NONE, PreviousStatementContainsMutation=false, FollowsStateMutationNearby=false."
254,JPacman,6,nl.tudelft.jpacman.board.BoardFactoryTest#worldIsRound,nl.tudelft.jpacman.board.BoardFactoryTest#worldIsRound(),java.util.Arrays#stream,java.util.Arrays#stream(java.lang.Object[]),52,stream,Compute/Transform,High,"Source src/default-test/java/nl/tudelft/jpacman/board/BoardFactoryTest.java:52 shows ""assertThat(Arrays.stream(Direction.values()).map(s1::getSquareAt)).containsOnly(s1);"". Label: Compute/Transform. The source call derives, parses, formats, converts, streams, or transforms a value rather than primarily retrieving or mutating domain state. Selected feature evidence: MethodName=stream, ComputeTransformNameHint=NONE, CalleeNameAction=OTHER, ResultUsageKind=CHAINED, ReturnType=java.util.stream.Stream, InvocationFeedsAnotherCall=true, HasNestedInvocationArg=true."
255,PetClinic,820,org.springframework.samples.petclinic.system.I18nPropertiesSyncTest#checkI18nPropertyFilesAreInSync,org.springframework.samples.petclinic.system.I18nPropertiesSyncTest#checkI18nPropertyFilesAreInSync(),java.util.Properties#load,java.util.Properties#load(java.io.Reader),99,load,Command/Mutate,High,"Source src/test/java/org/springframework/samples/petclinic/system/I18nPropertiesSyncTest.java:99 shows ""props.load(reader);"". Label: Command/Mutate. The source call changes object, collection, repository, or application state, which matches the command/mutate role. Selected feature evidence: MethodName=load, CalleeNameAction=FINDER, IsVoidCall=true, MethodLooksMutator=false, CalleeLooksCommandMethod=true, CalleeBodySummary=UNRESOLVED, PreviousStatementContainsMutation=false, FollowsStateMutationNearby=false."
256,PetClinic,235,org.springframework.samples.petclinic.owner.OwnerControllerTests#testInitFindForm,org.springframework.samples.petclinic.owner.OwnerControllerTests#testInitFindForm(),get,get(java.lang.String),136,get,Control/Orchestrate,High,"Source src/test/java/org/springframework/samples/petclinic/owner/OwnerControllerTests.java:136 shows ""mockMvc.perform(get(""/owners/find""))"". Label: Control/Orchestrate. The source call builds part of a MockMvc request inside a test flow, so it coordinates the exercised HTTP interaction rather than performing a data query. Selected feature evidence: MethodName=get, ReceiverCategory=controller, ResultUsageKind=PASSED_AS_ARGUMENT, PassedAsArgument=true, InsideDelegationChain=true, HasChainedOrNestedDelegation=true."
257,PetClinic,531,org.springframework.samples.petclinic.owner.PetControllerTests$ProcessCreationFormHasErrors#testProcessCreationFormWithMissingPetType,org.springframework.samples.petclinic.owner.PetControllerTests$ProcessCreationFormHasErrors#testProcessCreationFormWithMissingPetType(),post,"post(java.lang.String,int)",136,post,Control/Orchestrate,High,"Source src/test/java/org/springframework/samples/petclinic/owner/PetControllerTests.java:136 shows "".perform(post(""/owners/{ownerId}/pets/new"", TEST_OWNER_ID).param(""name"", ""Betty"")"". Label: Control/Orchestrate. The source call builds part of a MockMvc request inside a test flow, so it coordinates the exercised HTTP interaction rather than performing a data query. Selected feature evidence: MethodName=post, ReceiverCategory=controller, ResultUsageKind=CHAINED, PassedAsArgument=false, InsideDelegationChain=false, HasChainedOrNestedDelegation=false."
258,JPacman,50,nl.tudelft.jpacman.board.SquareTest#testLeave,nl.tudelft.jpacman.board.SquareTest#testLeave(),Mockito#mock,Mockito#mock(java.lang.Class),46,mock,Control/Orchestrate,Medium,"Source src/default-test/java/nl/tudelft/jpacman/board/SquareTest.java:46 shows ""Unit occupant = mock(Unit.class);"". Label: Control/Orchestrate. The source call configures test behavior or request data rather than computing a domain value; its role is to coordinate the test scenario. Selected feature evidence: MethodName=mock, ReceiverCategory=static_type, ResultUsageKind=ASSIGNED, InsideDelegationChain=false, HasChainedOrNestedDelegation=false."
259,Thunderbird,6356,com.fsck.k9.activity.compose.RecipientLoader#fillCryptoStatusData,com.fsck.k9.activity.compose.RecipientLoader#fillCryptoStatusData(java.util.Map),android.database.Cursor#moveToNext,android.database.Cursor#moveToNext(),518,moveToNext,Validate/Guard,High,"Source app/ui/legacy/src/main/java/com/fsck/k9/activity/compose/RecipientLoader.java:518 shows ""while (cursor.moveToNext()) {"". Label: Validate/Guard. The source uses the call result as a condition, comparison, null check, or guard, so the call-site is acting as a validity or control guard. Selected feature evidence: MethodName=moveToNext, ResultUsageKind=OTHER_USED, InIfCondition=false, ReturnsBoolean=true, BooleanLikeCall=true, InvocationResultUsedInComparison=false, InvocationResultUsedInNullCheck=false."
260,PetClinic,653,org.springframework.samples.petclinic.owner.PetValidatorTests#testValidate,org.springframework.samples.petclinic.owner.PetValidatorTests#testValidate(),org.springframework.samples.petclinic.model.NamedEntity#setName,org.springframework.samples.petclinic.model.NamedEntity#setName(java.lang.String),67,setName,Command/Mutate,High,"Source src/test/java/org/springframework/samples/petclinic/owner/PetValidatorTests.java:67 shows ""petType.setName(petTypeName);"". Label: Command/Mutate. The source call changes object, collection, repository, or application state, which matches the command/mutate role. Selected feature evidence: MethodName=setName, CalleeNameAction=MUTATOR, IsVoidCall=true, MethodLooksMutator=true, CalleeLooksCommandMethod=true, CalleeBodySummary=WRITES_FIELD|ASSIGNS_VARIABLE, PreviousStatementContainsMutation=false, FollowsStateMutationNearby=false."
261,JPacman,527,nl.tudelft.jpacman.npc.ghost.Pinky#nextAiMove,nl.tudelft.jpacman.npc.ghost.Pinky#nextAiMove(),java.util.Optional#ofNullable,java.util.Optional#ofNullable(java.lang.Object),103,ofNullable,Creational,High,"Source src/main/java/nl/tudelft/jpacman/npc/ghost/Pinky.java:103 shows ""return Optional.ofNullable(path.get(0));"". Label: Creational. The source call is used to create, build, or obtain a new object/value through factory-like naming or creation features. Selected feature evidence: MethodName=ofNullable, CalleeNameAction=CREATION, IsFactoryLikeCall=true, ReturnsNewProjectType=false, MethodNameStartsWithCreate=false, MethodNameStartsWithBuild=false, MethodNameStartsWithOf=true, MethodNameStartsWithFrom=false, CalleeBodySummary=UNRESOLVED."
262,PetClinic,344,org.springframework.samples.petclinic.owner.OwnerControllerTests#testProcessUpdateOwnerFormUnchangedSuccess,org.springframework.samples.petclinic.owner.OwnerControllerTests#testProcessUpdateOwnerFormUnchangedSuccess(),andExpect,andExpect(),197,andExpect,Validate/Guard,High,"Source src/test/java/org/springframework/samples/petclinic/owner/OwnerControllerTests.java:197 shows ""mockMvc.perform(post(""/owners/{ownerId}/edit"", TEST_OWNER_ID))"". Label: Validate/Guard. The source call is part of a test assertion or expectation chain, so the call checks that an observed value or HTTP result satisfies an expected condition. Selected feature evidence: MethodName=andExpect, CalleeNameAction=OTHER, ResultUsageKind=CHAINED, BooleanLikeCall=false, InvocationResultUsedInComparison=false, InvocationResultUsedInNullCheck=false."
263,PetClinic,356,org.springframework.samples.petclinic.owner.OwnerControllerTests#testProcessUpdateOwnerFormHasErrors,org.springframework.samples.petclinic.owner.OwnerControllerTests#testProcessUpdateOwnerFormHasErrors(),org.springframework.test.web.servlet.MockMvc#perform,org.springframework.test.web.servlet.MockMvc#perform(),204,perform,Control/Orchestrate,High,"Source src/test/java/org/springframework/samples/petclinic/owner/OwnerControllerTests.java:204 shows ""mockMvc"". Label: Control/Orchestrate. The call coordinates a framework, MVC, HTTP, or application flow rather than directly computing a local value. Selected feature evidence: MethodName=perform, CallerLayer=other, CalleeLayer=external, LayerRelation=other->external, ReceiverCategory=field, CallerMethodFanOut=11, CallerClassFanOut=19, InsideDelegationChain=false, HasChainedOrNestedDelegation=true."
264,PetClinic,550,org.springframework.samples.petclinic.owner.PetControllerTests$ProcessCreationFormHasErrors#testProcessCreationFormWithInvalidBirthDate,org.springframework.samples.petclinic.owner.PetControllerTests$ProcessCreationFormHasErrors#testProcessCreationFormWithInvalidBirthDate(),andExpect,andExpect(),151,andExpect,Validate/Guard,High,"Source src/test/java/org/springframework/samples/petclinic/owner/PetControllerTests.java:151 shows ""mockMvc"". Label: Validate/Guard. The source call is part of a test assertion or expectation chain, so the call checks that an observed value or HTTP result satisfies an expected condition. Selected feature evidence: MethodName=andExpect, CalleeNameAction=OTHER, ResultUsageKind=CHAINED, BooleanLikeCall=false, InvocationResultUsedInComparison=false, InvocationResultUsedInNullCheck=false."
265,Thunderbird,6380,com.fsck.k9.activity.compose.RecipientLoader#isSupportedEmailAddress,com.fsck.k9.activity.compose.RecipientLoader#isSupportedEmailAddress(java.lang.String),org.apache.james.mime4j.util.CharsetUtil#isASCII,org.apache.james.mime4j.util.CharsetUtil#isASCII(java.lang.String),594,isASCII,Validate/Guard,High,"Source app/ui/legacy/src/main/java/com/fsck/k9/activity/compose/RecipientLoader.java:594 shows ""return CharsetUtil.isASCII(address);"". Label: Validate/Guard. The call-site invokes validation, checking, assertion, or error-registration behavior in the source code. Selected feature evidence: MethodName=isASCII, CalleeNameAction=EXISTENCE_CHECK, NameContainsValidate=false, NameContainsCheck=false, CalleeLooksValidatorMethod=true, ResultUsageKind=RETURNED."
266,Thunderbird,3384,com.fsck.k9.mailstore.LockableDatabase#delete,com.fsck.k9.mailstore.LockableDatabase#delete(boolean),com.fsck.k9.mailstore.LockableDatabase#getStorageManager,com.fsck.k9.mailstore.LockableDatabase#getStorageManager(),339,getStorageManager,Query/Retrieve,High,"Source app/core/src/main/java/com/fsck/k9/mailstore/LockableDatabase.java:339 shows ""final StorageManager storageManager = getStorageManager();"". Label: Query/Retrieve. The source call retrieves or exposes information and its result is consumed without direct evidence of state mutation. Selected feature evidence: MethodName=getStorageManager, NamePattern=query, CalleeNameAction=ACCESSOR, IsVoidCall=false, ReturnType=com.fsck.k9.mailstore.StorageManager, ResultUsageKind=ASSIGNED, MethodLooksAccessor=true, CalleeLooksQueryMethod=true, ReturnsBoolean=false, ReturnsCollection=false, ReturnsOptional=false."
267,PetClinic,1144,org.springframework.samples.petclinic.PostgresIntegrationTests#testOwnerDetails,org.springframework.samples.petclinic.PostgresIntegrationTests#testOwnerDetails(),org.springframework.boot.restclient.RestTemplateBuilder#rootUri,org.springframework.boot.restclient.RestTemplateBuilder#rootUri(java.lang.String),89,rootUri,Control/Orchestrate,High,"Source src/test/java/org/springframework/samples/petclinic/PostgresIntegrationTests.java:89 shows ""RestTemplate template = builder.rootUri(""http://localhost:"" + port).build();"". Label: Control/Orchestrate. The call coordinates a framework, MVC, HTTP, or application flow rather than directly computing a local value. Selected feature evidence: MethodName=rootUri, CallerLayer=other, CalleeLayer=external, LayerRelation=other->external, ReceiverCategory=field, CallerMethodFanOut=7, CallerClassFanOut=8, InsideDelegationChain=false, HasChainedOrNestedDelegation=false."
268,PetClinic,823,org.springframework.samples.petclinic.system.I18nPropertiesSyncTest#checkI18nPropertyFilesAreInSync,org.springframework.samples.petclinic.system.I18nPropertiesSyncTest#checkI18nPropertyFilesAreInSync(),java.nio.file.Path#getFileName,java.nio.file.Path#getFileName(),100,getFileName,Query/Retrieve,High,"Source src/test/java/org/springframework/samples/petclinic/system/I18nPropertiesSyncTest.java:100 shows ""localeToProps.put(path.getFileName().toString(), props);"". Label: Query/Retrieve. The source call retrieves or exposes information and its result is consumed without direct evidence of state mutation. Selected feature evidence: MethodName=getFileName, NamePattern=query, CalleeNameAction=ACCESSOR, IsVoidCall=false, ReturnType=java.nio.file.Path, ResultUsageKind=CHAINED, MethodLooksAccessor=true, CalleeLooksQueryMethod=true, ReturnsBoolean=false, ReturnsCollection=false, ReturnsOptional=false."
269,PetClinic,283,org.springframework.samples.petclinic.owner.OwnerControllerTests#testProcessFindFormNoOwnersFound,org.springframework.samples.petclinic.owner.OwnerControllerTests#testProcessFindFormNoOwnersFound(),org.springframework.test.web.servlet.MockMvc#perform,org.springframework.test.web.servlet.MockMvc#perform(),162,perform,Control/Orchestrate,High,"Source src/test/java/org/springframework/samples/petclinic/owner/OwnerControllerTests.java:162 shows ""mockMvc.perform(get(""/owners?page=1"").param(""lastName"", ""Unknown Surname""))"". Label: Control/Orchestrate. The call coordinates a framework, MVC, HTTP, or application flow rather than directly computing a local value. Selected feature evidence: MethodName=perform, CallerLayer=other, CalleeLayer=external, LayerRelation=other->external, ReceiverCategory=field, CallerMethodFanOut=17, CallerClassFanOut=19, InsideDelegationChain=false, HasChainedOrNestedDelegation=true."
270,JPacman,26,nl.tudelft.jpacman.board.BoardFactoryTest#connectedNorth,nl.tudelft.jpacman.board.BoardFactoryTest#connectedNorth(),isEqualTo,isEqualTo(nl.tudelft.jpacman.board.Square),82,isEqualTo,Validate/Guard,High,"Source src/default-test/java/nl/tudelft/jpacman/board/BoardFactoryTest.java:82 shows ""assertThat(s2.getSquareAt(Direction.NORTH)).isEqualTo(s1);"". Label: Validate/Guard. The source call is part of a test assertion or expectation chain, so the call checks that an observed value or HTTP result satisfies an expected condition. Selected feature evidence: MethodName=isEqualTo, CalleeNameAction=EXISTENCE_CHECK, ResultUsageKind=CHAINED, BooleanLikeCall=true, InvocationResultUsedInComparison=false, InvocationResultUsedInNullCheck=false."
271,JPacman,126,nl.tudelft.jpacman.fuzzer.JPacmanFuzzer#fuzzerTest,nl.tudelft.jpacman.fuzzer.JPacmanFuzzer#fuzzerTest(org.junit.jupiter.api.RepetitionInfo),nl.tudelft.jpacman.game.Game#getLevel,nl.tudelft.jpacman.game.Game#getLevel(),97,getLevel,Query/Retrieve,High,"Source src/default-test/java/nl/tudelft/jpacman/fuzzer/JPacmanFuzzer.java:97 shows ""game.getLevel().move(game.getPlayers().get(0), chosen);"". Label: Query/Retrieve. The source call retrieves or exposes information and its result is consumed without direct evidence of state mutation. Selected feature evidence: MethodName=getLevel, NamePattern=query, CalleeNameAction=ACCESSOR, IsVoidCall=false, ReturnType=nl.tudelft.jpacman.level.Level, ResultUsageKind=CHAINED, MethodLooksAccessor=true, CalleeLooksQueryMethod=true, ReturnsBoolean=false, ReturnsCollection=false, ReturnsOptional=false."
272,JPacman,326,nl.tudelft.jpacman.level.MapParser#parseMap,nl.tudelft.jpacman.level.MapParser#parseMap(java.util.List),java.util.List#get,java.util.List#get(int),170,get,Query/Retrieve,High,"Source src/main/java/nl/tudelft/jpacman/level/MapParser.java:170 shows ""int width = text.get(0).length();"". Label: Query/Retrieve. The source call retrieves or exposes information and its result is consumed without direct evidence of state mutation. Selected feature evidence: MethodName=get, NamePattern=query, CalleeNameAction=ACCESSOR, IsVoidCall=false, ReturnType=java.lang.String, ResultUsageKind=ASSIGNED|CHAINED, MethodLooksAccessor=true, CalleeLooksQueryMethod=true, ReturnsBoolean=false, ReturnsCollection=false, ReturnsOptional=false."
273,Thunderbird,2377,com.fsck.k9.helper.ReplyToParserTest#getRecipientsToReplyAllTo_should_excludeIdentityAddresses,com.fsck.k9.helper.ReplyToParserTest#getRecipientsToReplyAllTo_should_excludeIdentityAddresses(),Mockito#when,Mockito#when(<unknown>),119,when,Control/Orchestrate,Medium,"Source app/core/src/test/java/com/fsck/k9/helper/ReplyToParserTest.java:119 shows ""when(message.getFrom()).thenReturn(EMPTY_ADDRESSES);"". Label: Control/Orchestrate. The source call configures test behavior or request data rather than computing a domain value; its role is to coordinate the test scenario. Selected feature evidence: MethodName=when, ReceiverCategory=static_type, ResultUsageKind=CHAINED, InsideDelegationChain=false, HasChainedOrNestedDelegation=true."
274,Thunderbird,7448,com.fsck.k9.activity.MessageCompose$1#onMessageDataLoadFailed,com.fsck.k9.activity.MessageCompose$1#onMessageDataLoadFailed(),android.os.Handler#sendEmptyMessage,android.os.Handler#sendEmptyMessage(int),1672,sendEmptyMessage,Notify/Publish,High,"Source app/ui/legacy/src/main/java/com/fsck/k9/activity/MessageCompose.java:1672 shows ""internalMessageHandler.sendEmptyMessage(MSG_PROGRESS_OFF);"". Label: Notify/Publish. The call-site signals observers, publishes state, or dispatches a message/event to dependent code. Selected feature evidence: MethodName=sendEmptyMessage, CalleeNameAction=NOTIFICATION, NameStartsWithNotify=false, NameStartsWithPublish=false, NameStartsWithSend=true, ReceiverLooksLikeEventBus=false, ReceiverLooksLikeObserverPublisher=false, ReceiverLooksLikeListenerRegistry=false, AnyArgumentLooksLikeEvent=false, AnyArgumentLooksLikeMessage=true."
275,JPacman,401,nl.tudelft.jpacman.npc.ghost.NavigationTest#testCornerPath,nl.tudelft.jpacman.npc.ghost.NavigationTest#testCornerPath(),nl.tudelft.jpacman.level.MapParser#parseMap,nl.tudelft.jpacman.level.MapParser#parseMap(char[][]),112,parseMap,Compute/Transform,High,"Source src/default-test/java/nl/tudelft/jpacman/npc/ghost/NavigationTest.java:112 shows ""Board b = parser.parseMap("". Label: Compute/Transform. The source call derives, parses, formats, converts, streams, or transforms a value rather than primarily retrieving or mutating domain state. Selected feature evidence: MethodName=parseMap, ComputeTransformNameHint=PARSE, CalleeNameAction=CONVERSION, ResultUsageKind=ASSIGNED|CHAINED, ReturnType=nl.tudelft.jpacman.level.Level, InvocationFeedsAnotherCall=true, HasNestedInvocationArg=true."
276,JPacman,306,nl.tudelft.jpacman.level.MapParser#parseMap,nl.tudelft.jpacman.level.MapParser#parseMap(char[][]),nl.tudelft.jpacman.level.MapParser#makeGrid,"nl.tudelft.jpacman.level.MapParser#makeGrid(char[][],int,int,nl.tudelft.jpacman.board.Square[][],java.util.List,java.util.List)",73,makeGrid,Creational,High,"Source src/main/java/nl/tudelft/jpacman/level/MapParser.java:73 shows ""makeGrid(map, width, height, grid, ghosts, startPositions);"". Label: Creational. The source call is used to create, build, or obtain a new object/value through factory-like naming or creation features. Selected feature evidence: MethodName=makeGrid, CalleeNameAction=CREATION, IsFactoryLikeCall=false, ReturnsNewProjectType=false, MethodNameStartsWithCreate=false, MethodNameStartsWithBuild=false, MethodNameStartsWithOf=false, MethodNameStartsWithFrom=false, CalleeBodySummary=ASSIGNS_VARIABLE|CALLS_MUTATOR."
277,Thunderbird,593,com.fsck.k9.controller.MessagingController#loadMessageRemoteSynchronous,"com.fsck.k9.controller.MessagingController#loadMessageRemoteSynchronous(com.fsck.k9.Account,long,java.lang.String,com.fsck.k9.controller.MessagingListener,boolean)",com.fsck.k9.mailstore.MessageStore#getFolderServerId,com.fsck.k9.mailstore.MessageStore#getFolderServerId(long),1210,getFolderServerId,Query/Retrieve,High,"Source app/core/src/main/java/com/fsck/k9/controller/MessagingController.java:1210 shows ""String folderServerId = messageStore.getFolderServerId(folderId);"". Label: Query/Retrieve. The source call retrieves or exposes information and its result is consumed without direct evidence of state mutation. Selected feature evidence: MethodName=getFolderServerId, NamePattern=query, CalleeNameAction=ACCESSOR, IsVoidCall=false, ReturnType=java.lang.String, ResultUsageKind=ASSIGNED, MethodLooksAccessor=true, CalleeLooksQueryMethod=true, ReturnsBoolean=false, ReturnsCollection=false, ReturnsOptional=false."
278,JPacman,114,nl.tudelft.jpacman.fuzzer.JPacmanFuzzer#setUpLogging,nl.tudelft.jpacman.fuzzer.JPacmanFuzzer#setUpLogging(),java.io.File#exists,java.io.File#exists(),47,exists,Validate/Guard,High,"Source src/default-test/java/nl/tudelft/jpacman/fuzzer/JPacmanFuzzer.java:47 shows ""if (!logDirectory.exists() && !logDirectory.mkdirs()) {"". Label: Validate/Guard. The source uses the call as a predicate or boolean check, so the call-site supplies guard/validation evidence. Selected feature evidence: MethodName=exists, CalleeNameAction=EXISTENCE_CHECK, ResultUsageKind=USED_IN_CONDITION, ReturnsBoolean=true, BooleanLikeCall=true, InIfCondition=true, InvocationResultUsedInComparison=false."
279,Thunderbird,1517,com.fsck.k9.controller.UidReverseComparatorTest#compare_twoMessages_shouldReturnOrderByUid,com.fsck.k9.controller.UidReverseComparatorTest#compare_twoMessages_shouldReturnOrderByUid(),com.fsck.k9.controller.UidReverseComparatorTest#createMessageWithUid,com.fsck.k9.controller.UidReverseComparatorTest#createMessageWithUid(int),178,createMessageWithUid,Creational,High,"Source app/core/src/test/java/com/fsck/k9/controller/UidReverseComparatorTest.java:178 shows ""Message messageSmall = createMessageWithUid(5);"". Label: Creational. The source call is used to create, build, or obtain a new object/value through factory-like naming or creation features. Selected feature evidence: MethodName=createMessageWithUid, CalleeNameAction=CREATION, IsFactoryLikeCall=true, ReturnsNewProjectType=true, MethodNameStartsWithCreate=true, MethodNameStartsWithBuild=false, MethodNameStartsWithOf=false, MethodNameStartsWithFrom=false, CalleeBodySummary=RETURNS_VALUE."
280,Thunderbird,7162,com.fsck.k9.activity.MessageCompose#checkToSaveDraftImplicitly,com.fsck.k9.activity.MessageCompose#checkToSaveDraftImplicitly(),com.fsck.k9.activity.MessageCompose#performSaveAfterChecks,com.fsck.k9.activity.MessageCompose#performSaveAfterChecks(),780,performSaveAfterChecks,Validate/Guard,High,"Source app/ui/legacy/src/main/java/com/fsck/k9/activity/MessageCompose.java:780 shows ""performSaveAfterChecks();"". Label: Validate/Guard. The call-site invokes validation, checking, assertion, or error-registration behavior in the source code. Selected feature evidence: MethodName=performSaveAfterChecks, CalleeNameAction=VALIDATOR, NameContainsValidate=false, NameContainsCheck=true, CalleeLooksValidatorMethod=false, ResultUsageKind=IGNORED."
281,PetClinic,739,org.springframework.samples.petclinic.system.CrashControllerIntegrationTests#testTriggerExceptionJson,org.springframework.samples.petclinic.system.CrashControllerIntegrationTests#testTriggerExceptionJson(),org.springframework.http.ResponseEntity#getBody,org.springframework.http.ResponseEntity#getBody(),71,getBody,Query/Retrieve,High,"Source src/test/java/org/springframework/samples/petclinic/system/CrashControllerIntegrationTests.java:71 shows ""assertThat(resp.getBody()).containsKey(""error"");"". Label: Query/Retrieve. The source call retrieves or exposes information and its result is consumed without direct evidence of state mutation. Selected feature evidence: MethodName=getBody, NamePattern=query, CalleeNameAction=ACCESSOR, IsVoidCall=true, ReturnType=void, ResultUsageKind=PASSED_AS_ARGUMENT, MethodLooksAccessor=true, CalleeLooksQueryMethod=true, ReturnsBoolean=false, ReturnsCollection=false, ReturnsOptional=false."
282,Thunderbird,9096,com.fsck.k9.view.ToolableViewAnimator#setDisplayedChildId,com.fsck.k9.view.ToolableViewAnimator#setDisplayedChildId(int),com.fsck.k9.view.ToolableViewAnimator#getDisplayedChildId,com.fsck.k9.view.ToolableViewAnimator#getDisplayedChildId(),85,getDisplayedChildId,Query/Retrieve,High,"Source app/ui/legacy/src/main/java/com/fsck/k9/view/ToolableViewAnimator.java:85 shows ""if (getDisplayedChildId() == id) {"". Label: Query/Retrieve. The source call retrieves or exposes information and its result is consumed without direct evidence of state mutation. Selected feature evidence: MethodName=getDisplayedChildId, NamePattern=query, CalleeNameAction=ACCESSOR, IsVoidCall=false, ReturnType=int, ResultUsageKind=USED_IN_CONDITION|USED_IN_COMPARISON, MethodLooksAccessor=true, CalleeLooksQueryMethod=true, ReturnsBoolean=false, ReturnsCollection=false, ReturnsOptional=false."
283,JPacman,10,nl.tudelft.jpacman.board.BoardFactoryTest#connectedEast,nl.tudelft.jpacman.board.BoardFactoryTest#connectedEast(),assertThat,assertThat(nl.tudelft.jpacman.board.Square),61,assertThat,Validate/Guard,High,"Source src/default-test/java/nl/tudelft/jpacman/board/BoardFactoryTest.java:61 shows ""assertThat(s1.getSquareAt(Direction.EAST)).isEqualTo(s2);"". Label: Validate/Guard. The source call is part of a test assertion or expectation chain, so the call checks that an observed value or HTTP result satisfies an expected condition. Selected feature evidence: MethodName=assertThat, CalleeNameAction=VALIDATOR, ResultUsageKind=CHAINED, BooleanLikeCall=false, InvocationResultUsedInComparison=false, InvocationResultUsedInNullCheck=false."
284,Thunderbird,5401,com.fsck.k9.provider.AttachmentProvider#query,"com.fsck.k9.provider.AttachmentProvider#query(android.net.Uri,java.lang.String[],java.lang.String,java.lang.String[],java.lang.String)",getInstance,getInstance(com.fsck.k9.Account),100,getInstance,Query/Retrieve,High,"Source app/core/src/main/java/com/fsck/k9/provider/AttachmentProvider.java:100 shows ""attachmentInfo = DI.get(LocalStoreProvider.class).getInstance(account).getAttachmentInfo(id);"". Label: Query/Retrieve. The source call retrieves or exposes information and its result is consumed without direct evidence of state mutation. Selected feature evidence: MethodName=getInstance, NamePattern=query, CalleeNameAction=ACCESSOR, IsVoidCall=true, ReturnType=void, ResultUsageKind=ASSIGNED|CHAINED, MethodLooksAccessor=true, CalleeLooksQueryMethod=true, ReturnsBoolean=false, ReturnsCollection=false, ReturnsOptional=false."
285,JPacman,391,nl.tudelft.jpacman.npc.ghost.NavigationTest#testSimplePath,nl.tudelft.jpacman.npc.ghost.NavigationTest#testSimplePath(),getBoard,getBoard(),98,getBoard,Query/Retrieve,High,"Source src/default-test/java/nl/tudelft/jpacman/npc/ghost/NavigationTest.java:98 shows ""Board b = parser.parseMap(Lists.newArrayList(""####"", ""# #"", ""####""))"". Label: Query/Retrieve. The source call retrieves or exposes information and its result is consumed without direct evidence of state mutation. Selected feature evidence: MethodName=getBoard, NamePattern=query, CalleeNameAction=ACCESSOR, IsVoidCall=false, ReturnType=nl.tudelft.jpacman.board.Board, ResultUsageKind=ASSIGNED|CHAINED, MethodLooksAccessor=true, CalleeLooksQueryMethod=true, ReturnsBoolean=false, ReturnsCollection=false, ReturnsOptional=false."
286,Thunderbird,7678,com.fsck.k9.activity.UpgradeDatabases$UpgradeDatabaseBroadcastReceiver#onReceive,"com.fsck.k9.activity.UpgradeDatabases$UpgradeDatabaseBroadcastReceiver#onReceive(android.content.Context,android.content.Intent)",java.lang.String#equals,java.lang.String#equals(java.lang.Object),215,equals,Validate/Guard,High,"Source app/ui/legacy/src/main/java/com/fsck/k9/activity/UpgradeDatabases.java:215 shows ""} else if (DatabaseUpgradeService.ACTION_UPGRADE_COMPLETE.equals(action)) {"". Label: Validate/Guard. The source uses the call result as a condition, comparison, null check, or guard, so the call-site is acting as a validity or control guard. Selected feature evidence: MethodName=equals, ResultUsageKind=USED_IN_CONDITION, InIfCondition=true, ReturnsBoolean=true, BooleanLikeCall=true, InvocationResultUsedInComparison=false, InvocationResultUsedInNullCheck=false."
